song_id,song_title,duration,popularity,stream,explicit_content,artist_id,album_id,genre_id,label_id,composer_id,producer_id,language_id
20653,Condition here,263.0,34,91106489,No,18411,20653,3,2,18455,3810,1
20654,American bar,227.0,32,17510784,Yes,9999,20654,1,5,18456,18461,1
20655,Society,203.0,4,96452686,No,18412,20655,2,5,18457,8197,1
20656,Time book,258.0,96,17031797,No,12463,20656,1,4,18458,15387,1
20657,Process card shake,300.0,15,40303176,No,18413,20657,2,3,18459,18462,1
20658,Teacher notice,277.0,34,65992767,No,14485,20658,3,1,18460,12833,1
20659,Fund,296.0,49,64923810,No,18414,20659,3,2,13947,13959,1
20660,Attack moment,271.0,3,66828997,Yes,18415,20660,3,1,2519,18463,1
20661,Staff television attention,296.0,50,57541528,Yes,18416,20661,3,4,18461,18464,7
20662,Husband support her,253.0,84,6591000,No,7110,20662,8,2,18462,18465,6
20664,Officer work all,293.0,59,70148504,No,18418,20664,2,2,18464,4582,3
20666,Allow specific,232.0,99,45450780,No,18420,20666,3,5,18466,18468,1
20668,Too consumer agency,302.0,76,13013651,Yes,18421,20668,7,5,18468,12437,3
20669,Like decade live,225.0,87,7563676,No,18422,20669,8,3,18469,18469,1
20670,Market company now,242.0,78,60443302,Yes,11278,20670,3,4,18470,18470,1
20671,Wrong claim,226.0,43,51580195,Yes,18423,20671,3,3,18471,18471,7
20672,Stand large,166.0,86,85142700,No,18424,20672,1,6,18472,18472,1
20673,General which,288.0,62,14199700,Yes,18425,20673,4,5,18473,18473,1
20675,Catch foot give,282.0,54,73641585,No,18427,20675,6,1,18474,18475,1
20677,Party experience else follow,205.0,19,26796195,No,18429,20677,1,4,18476,1429,6
20678,Wait,239.0,89,83250468,No,18430,20678,9,1,18477,18477,1
20679,Realize alone old,256.0,99,10830421,No,18431,20679,2,2,18478,17297,7
20682,Popular must,257.0,28,8489386,Yes,18433,20682,1,5,18481,18480,1
20683,Might house,273.0,83,51540156,No,18434,20683,1,5,18482,18481,3
20684,Answer lay,118.0,45,94420907,No,18435,20684,3,1,18483,18482,1
20685,Art day way,174.0,24,33962372,No,18436,20685,1,2,18484,18483,1
20686,Cost movement develop,347.0,45,19240901,No,18437,20686,3,1,18485,18484,2
20687,Attention attack head blue,170.0,62,63058328,No,12076,20687,3,6,18486,18485,1
20688,Summer game rest,254.0,29,73580065,No,18438,20688,3,6,18487,14148,1
20689,Happy home,284.0,15,60763034,Yes,18439,20689,2,5,18488,15524,1
20690,Future occur room,232.0,36,10129918,No,18440,20690,1,4,18489,18486,1
20691,Own sell,266.0,80,84051796,No,18441,20691,2,5,12044,18487,1
20692,President sit discover,225.0,80,75586802,No,18442,20692,2,6,1361,18488,1
20693,Next discover,124.0,1,63797973,Yes,18443,20693,1,1,18490,7351,1
20694,Second hope goal,320.0,35,19746803,Yes,18444,20694,2,6,18491,18489,7
20695,Book middle all,249.0,42,35466950,No,18445,20695,4,2,18492,18490,1
20696,Yourself compare,195.0,52,3987305,No,18446,20696,2,1,18493,18491,1
20697,Now note fund,280.0,29,31343902,Yes,18447,20697,2,1,18494,18492,1
20698,Idea performance least stand,187.0,51,27782542,Yes,18448,20698,1,6,18495,18493,1
20699,Usually southern ten,264.0,70,31256380,Yes,12380,20699,1,4,18496,18494,1
20700,Often,228.0,33,36886741,No,18449,20700,1,2,18497,18495,5
20701,Mind identify field,312.0,37,81091648,Yes,18450,20701,1,3,18498,18496,1
20702,Under base,276.0,4,49971904,Yes,273,20702,3,2,12247,18497,1
20703,Agent form save,286.0,93,54443921,Yes,18451,20703,3,2,18499,18498,1
20705,As community second,249.0,36,53129808,Yes,18452,20705,2,5,18500,18500,3
20706,Mr gas might,254.0,26,17600128,No,18453,20706,2,6,9916,18501,1
20708,Resource,193.0,80,87187413,No,18455,20708,7,2,18502,18503,1
20709,Mrs pull skill,175.0,77,83343442,No,18456,20709,4,2,18503,18504,2
20710,Base start,215.0,48,60617426,Yes,18457,20710,6,3,18504,18505,5
20711,Condition future,280.0,41,42711253,No,17876,20711,2,6,18505,18506,6
20712,Floor nearly,276.0,20,30589337,Yes,18458,20712,2,2,18506,11904,1
20713,Small want discussion,235.0,2,90211769,Yes,18459,20713,7,5,18507,5664,1
20714,Case push,236.0,10,32301897,Yes,18460,20714,2,4,18508,385,5
20715,Eye,205.0,88,37384105,Yes,18461,20715,2,2,7734,1518,6
20716,After task care,302.0,100,36314577,Yes,18462,20716,1,2,15320,18507,1
20717,Sea process you,311.0,34,47221687,No,18463,20717,2,3,18509,18508,1
20718,Study heavy,151.0,68,2075584,Yes,18464,20718,8,3,18363,18509,1
20720,Age,262.0,57,26008663,Yes,18466,20720,3,5,18511,18510,7
20722,Condition alone concern stand,198.0,4,85059863,No,18468,20722,2,5,18513,18512,6
20723,Customer one left,282.0,93,65257718,No,17280,20723,2,5,14850,18513,1
20724,Finally necessary,219.0,89,2774050,No,18469,20724,7,1,18514,18514,7
20725,Leave north,246.0,10,46271299,Yes,18470,20725,2,4,18515,4476,1
20726,System community,179.0,23,59125641,No,18471,20726,3,6,18516,18515,1
20727,Seven lot scene,234.0,87,87854120,No,18472,20727,2,5,18517,18516,1
20728,Rich time,295.0,45,57059692,Yes,18473,20728,3,2,18518,13742,1
20730,Machine become,169.0,11,39384233,No,18475,20730,1,3,18519,18517,1
20731,Save call,280.0,96,42790631,No,18476,20731,4,2,18520,18518,1
20732,Large spring,327.0,65,92417146,Yes,18477,20732,4,2,473,18519,1
20733,Unit production television,225.0,66,25839849,Yes,18478,20733,8,2,18521,18520,3
20734,Central expert,300.0,77,7843015,No,18479,20734,8,2,18522,18521,1
20735,Later year,188.0,68,72919069,No,18480,20735,4,2,18523,18522,1
20736,Buy environment week,305.0,17,92337079,Yes,12947,20736,2,1,18524,18523,1
20737,Free off,262.0,39,56358606,Yes,18481,20737,7,3,18525,18524,1
20739,After name,333.0,26,68668185,No,18483,20739,2,3,18527,18525,1
20740,Deep American over,198.0,61,51067758,Yes,18484,20740,5,5,1486,18526,1
20741,Similar wonder,205.0,44,90229105,Yes,18485,20741,1,4,18528,18527,6
20742,Anyone health clearly,236.0,35,66449531,No,18486,20742,2,1,18529,18528,1
20743,Road campaign,249.0,67,30556884,Yes,18487,20743,1,5,18530,18529,1
20744,Laugh why education,222.0,45,57780335,No,18488,20744,3,2,18531,18530,1
20745,Nice,265.0,87,69235118,Yes,18489,20745,4,4,18532,18531,1
20746,Voice policy wonder,280.0,12,24896189,No,18490,20746,1,4,17744,18532,1
20747,Million,56.0,85,4117482,Yes,18491,20747,7,4,18533,18533,1
20750,Scene deep,354.0,50,80357732,Yes,18494,20750,3,5,18536,18535,5
20751,Yard rate sit,220.0,75,36140392,Yes,18495,20751,5,5,18537,18536,1
20752,Market research against,252.0,30,62397153,No,18496,20752,2,6,18538,18537,2
20753,Attorney much later,211.0,63,18037165,Yes,18497,20753,1,2,18539,18538,1
20754,From natural,195.0,95,75174741,Yes,18498,20754,1,6,14489,16146,1
20755,Peace firm something,201.0,50,27068970,No,18499,20755,3,3,18540,18539,1
20756,Democrat same,231.0,15,63505579,Yes,18500,20756,1,4,18541,18540,4
20757,Current gun table,234.0,63,89549866,Yes,17786,20757,1,3,18542,18541,1
20758,Direction station anyone,263.0,26,87232510,Yes,18501,20758,1,5,18543,18542,1
20759,Time memory,258.0,10,62476642,No,18502,20759,3,3,18544,1718,5
20760,Item box,262.0,34,29991312,Yes,18503,20760,1,4,4127,18543,1
20761,Themselves eat season,226.0,84,61688582,Yes,7086,20761,2,3,18545,18544,5
20764,Source,277.0,89,25360626,Yes,18506,20764,1,1,18548,18547,1
20765,Difficult defense begin hear,280.0,63,19808771,No,18507,20765,4,5,18549,4402,1
20766,Religious put,281.0,9,56831827,Yes,18508,20766,2,4,18550,18548,7
20767,Want fact,184.0,26,63292209,Yes,18509,20767,6,1,18551,1148,2
20768,Left fish,296.0,68,34348193,No,18510,20768,1,4,18552,18549,7
20769,Low treatment,194.0,18,73041801,No,18511,20769,6,4,18553,4609,5
20770,Physical on,237.0,45,62892255,No,18512,20770,3,3,18554,6839,1
20771,Table thank growth,187.0,37,26345008,Yes,13830,20771,1,4,18555,18550,1
20772,Never red particular,288.0,8,32623651,No,18513,20772,2,5,18556,381,1
20773,Stock fire,269.0,88,82102241,Yes,18514,20773,5,5,18557,18551,7
20774,Role walk quality say,222.0,8,13043457,Yes,11119,20774,3,1,18558,18552,3
20776,Heart rule must,187.0,21,95545617,No,18516,20776,5,5,18560,18554,1
20777,See,191.0,2,55502892,Yes,18517,20777,4,6,11324,18555,1
20779,Effort for,251.0,55,4677637,Yes,18519,20779,8,4,18562,65,5
20780,Throughout new,204.0,88,58306981,No,18520,20780,4,4,18563,18557,1
20781,Information camera,222.0,21,17029713,Yes,18521,20781,2,2,8487,18558,1
20782,What organization occur,245.0,75,74926030,No,18522,20782,2,2,18564,18559,1
20783,Religious,274.0,65,52622502,No,481,20783,2,5,18565,18560,1
20784,Book window,132.0,30,23367152,Yes,9395,20784,3,4,18566,18561,3
20785,Science service family,225.0,13,19404892,No,18523,20785,3,6,18567,18562,1
20786,Suffer culture science,265.0,66,47752979,No,10087,20786,2,4,18568,18563,7
20787,Size region help,249.0,67,13186287,Yes,18524,20787,1,5,7045,834,1
20788,Really policy once democratic,310.0,81,44105887,Yes,534,20788,2,3,18569,18564,1
20789,Subject personal,167.0,79,40372548,Yes,18525,20789,3,2,18570,18565,3
20790,Somebody another,301.0,52,8230340,Yes,18526,20790,2,3,18571,18566,1
20791,Address,258.0,75,43717784,Yes,18527,20791,2,6,18572,18567,1
20792,East there,204.0,99,66884012,Yes,18528,20792,1,2,18573,18568,1
20793,Conference office,207.0,29,26615486,Yes,18529,20793,3,4,5774,9849,1
20794,Little father understand condition,298.0,42,69490194,Yes,18530,20794,2,4,18574,12404,7
20795,Several,266.0,84,96775565,No,18531,20795,2,6,8448,18569,1
20797,Dark natural,213.0,59,48866505,No,18532,20797,7,5,18576,18571,5
20798,South thus theory,238.0,84,28865529,Yes,15621,20798,3,1,2366,18572,3
20799,Trouble ok you,314.0,88,77417656,Yes,18533,20799,1,4,18577,15782,1
20800,Himself government style,227.0,6,43731887,Yes,18534,20800,2,1,18578,18573,7
20801,When memory water,188.0,78,53930472,Yes,18535,20801,3,4,18579,18574,4
20803,Relationship method option,173.0,12,3421290,Yes,18537,20803,2,5,18580,18576,1
20804,Nation old rather figure,280.0,73,17835392,Yes,18538,20804,8,3,15333,18577,1
20805,Wonder suddenly doctor,264.0,45,14335078,No,18539,20805,2,3,18581,18578,1
20806,Career,173.0,58,13429469,No,3296,20806,2,6,18582,18579,1
20807,Role specific perhaps,270.0,92,13008583,No,9113,20807,7,2,12565,18580,7
20808,Like data,231.0,71,53586046,Yes,18540,20808,2,1,18583,18581,2
20809,View decade hard,219.0,34,26671891,No,18541,20809,1,6,18584,18582,1
20810,Behavior,236.0,46,51462787,Yes,6603,20810,3,5,6105,18583,2
20811,Record several board,196.0,57,53276965,Yes,18542,20811,1,2,18023,10113,1
20813,Speak doctor,262.0,26,39118377,No,18544,20813,6,5,18586,18585,1
20814,Member anything develop,281.0,32,54596482,Yes,18545,20814,1,3,18587,18586,1
20815,Miss case trip bad,233.0,39,74300884,No,18546,20815,2,3,17173,18587,5
20816,Hold back,227.0,72,87473066,Yes,18547,20816,2,4,18588,4520,7
20817,His catch,292.0,86,12004939,No,18548,20817,5,4,18589,18588,1
20818,Involve,275.0,69,37106199,No,18549,20818,6,5,18590,18589,1
20819,Technology represent me,200.0,60,52678956,No,18550,20819,2,1,18591,18590,5
20821,Huge throw north,256.0,90,5479354,No,18552,20821,1,3,18593,18592,1
20823,Risk over capital,245.0,23,53214003,No,18554,20823,8,3,6080,18594,1
20824,Audience why there,236.0,87,65045487,Yes,2783,20824,1,1,3616,18595,1
20825,Media machine part address,180.0,91,67741508,Yes,18555,20825,1,3,18595,18596,1
20826,Summer quite piece,241.0,82,62969805,Yes,3644,20826,1,1,18596,18597,5
20827,How fish ground,292.0,51,40303212,Yes,4692,20827,2,3,18597,18598,3
20828,Something product,271.0,66,58076895,No,18556,20828,3,5,18598,11831,1
20830,Range better,296.0,30,28109443,No,3169,20830,4,2,18600,18600,3
20831,Small seem,226.0,48,28692952,Yes,18558,20831,2,5,18601,18601,3
20832,Often similar sing,224.0,58,78322215,No,18559,20832,1,1,13847,18602,1
20834,Order move before,212.0,10,98776495,Yes,16204,20834,2,4,3869,18604,1
20835,American these property former,273.0,62,30416947,Yes,18560,20835,1,6,18603,18605,1
20836,Very unit,326.0,76,99371294,No,18561,20836,1,5,18604,18606,1
20837,Sell fly,231.0,94,26021987,Yes,3448,20837,2,3,18605,9888,5
20838,Tell too report,201.0,99,56541506,Yes,18562,20838,7,1,18606,18607,1
20839,Ask smile edge,210.0,49,92379502,No,18563,20839,3,1,18607,18608,2
20840,Key picture moment,337.0,4,21092891,Yes,18564,20840,2,6,18608,18609,3
20842,Season baby,183.0,51,42226076,No,18566,20842,3,3,18610,18611,1
20843,Already so institution,279.0,23,57655948,Yes,18567,20843,3,1,18611,18612,3
20844,Carry more whom,298.0,69,54739631,No,18568,20844,3,6,18612,18613,1
20845,Region begin,239.0,22,77245896,Yes,18569,20845,1,4,18613,18614,1
20846,Lawyer top tree,281.0,90,3520754,Yes,18570,20846,2,2,18614,18615,1
20847,Record when there,333.0,48,19468454,No,18571,20847,3,4,18615,18616,1
20848,Finally,273.0,95,65478283,Yes,18572,20848,2,5,18616,18617,1
20849,Own best put,272.0,49,77113610,Yes,18573,20849,3,3,18617,18618,1
20850,We which,267.0,36,2343851,Yes,18574,20850,2,2,18618,18619,1
20851,Phone up school,194.0,25,7215558,Yes,18575,20851,1,5,18619,4787,1
20852,Continue store success,190.0,91,33508168,No,18576,20852,2,6,18620,18620,1
20853,Western,248.0,49,81453571,No,18577,20853,2,2,8198,18621,1
20854,Under play audience,243.0,99,57931883,Yes,18578,20854,2,2,18621,18622,6
20855,House suggest,221.0,26,6458995,Yes,18579,20855,3,1,18622,11856,1
20856,Career again risk,133.0,3,32327066,Yes,18580,20856,1,1,18623,18623,1
20857,Beat sister,196.0,59,10864034,Yes,18581,20857,7,3,5167,18624,1
20858,Operation staff reason,187.0,35,33255777,No,18582,20858,3,5,18624,13832,5
20859,Window grow,173.0,10,19983613,Yes,11426,20859,3,5,18625,18625,1
20860,Town member,331.0,71,34316324,Yes,18583,20860,1,6,11696,18626,5
20861,Rest difficult,169.0,63,54246791,Yes,18584,20861,8,1,18626,18627,1
20862,Beautiful him indicate,286.0,83,35623902,Yes,18585,20862,1,3,11828,18628,1
20864,Mrs talk data,195.0,28,33315689,No,18586,20864,3,2,18628,18629,1
20865,Popular environment,293.0,45,16403386,No,18587,20865,1,3,13436,16974,1
20866,Along protect,193.0,58,36238862,No,18588,20866,1,1,18629,18630,1
20867,Election discuss a,205.0,1,17830921,Yes,199,20867,4,4,18630,3180,1
20868,Glass easy,260.0,93,7260240,No,1463,20868,7,3,18631,18631,1
20869,Physical media spend process,242.0,80,59487861,No,18589,20869,3,4,18632,18632,1
20870,Though phone about,251.0,93,37699680,No,18590,20870,2,1,18633,18633,1
20871,Three same,230.0,12,39475472,No,18591,20871,1,5,18634,18634,1
20872,Ok cultural little,247.0,24,8219462,Yes,13008,20872,2,1,18635,5172,1
20873,Learn total make,233.0,23,67337069,Yes,18592,20873,3,1,18636,4510,5
20874,Lawyer weight political,209.0,49,16064959,Yes,18593,20874,7,5,18637,18204,4
20875,When image,243.0,70,59590092,Yes,18594,20875,3,1,18638,18635,1
20876,Something analysis individual,211.0,51,56117361,Yes,18595,20876,1,2,18639,7890,1
20877,Rest believe article,275.0,42,76346165,No,18596,20877,2,1,14224,18636,1
20878,Practice western necessary,271.0,29,14200359,Yes,18597,20878,3,4,16676,18637,1
20879,Town hospital identify,81.0,84,51049908,No,18598,20879,4,2,18640,18638,1
20880,Military answer magazine,259.0,82,53288278,Yes,18599,20880,3,3,17219,18639,1
20881,Foot picture from,231.0,56,80409462,No,18600,20881,2,2,2912,18640,1
20882,Mind gas sit ten,307.0,37,66148044,Yes,18601,20882,4,3,18641,18641,1
20884,Dream stuff,176.0,77,10299361,No,9116,20884,6,5,18642,18642,1
20885,Point into century,217.0,68,50534157,No,29,20885,2,5,18643,18643,1
20887,Third many effect,176.0,28,14647116,Yes,18604,20887,8,2,18644,18645,6
20888,Dog save,326.0,3,48046043,No,18605,20888,1,6,18645,18646,7
20890,Record provide teach,189.0,48,26640478,No,18607,20890,2,4,18646,18647,1
20891,Town table Congress,187.0,10,21702415,Yes,18608,20891,1,4,18647,18648,5
20892,Yeah Mrs ball,240.0,46,49590829,Yes,18609,20892,9,6,18648,18649,1
20893,Send fly,187.0,18,97302848,No,18610,20893,2,5,18649,17363,1
20894,Charge that strong,266.0,26,45673412,Yes,18611,20894,7,4,18650,18650,1
20896,Home which attention,271.0,10,2099861,Yes,18612,20896,1,1,18652,17912,7
20897,Policy book,250.0,15,24837893,Yes,18613,20897,1,6,18653,18651,1
20898,Institution anything particularly,204.0,84,78851835,Yes,18614,20898,3,3,18654,18652,1
20899,New without,286.0,4,13820531,No,18615,20899,3,3,11295,18653,6
20900,Keep home,293.0,91,12935369,No,18616,20900,3,5,18655,5850,1
20901,May other eat,124.0,37,30918470,No,18617,20901,1,1,18656,18654,2
20902,Education at,169.0,65,86548348,No,18618,20902,3,3,18657,18655,1
20903,Produce he,280.0,90,78213176,Yes,18619,20903,7,5,18658,18656,1
20904,Coach,187.0,74,9355982,Yes,18620,20904,2,4,18659,18657,1
20906,Dinner think,279.0,87,88991544,No,18622,20906,2,1,18660,18659,1
20907,Sing man upon,250.0,55,4474813,No,320,20907,4,4,18661,18660,7
20908,Least between win,211.0,32,7763925,Yes,18623,20908,5,1,18662,18661,1
20909,Lay Republican travel,233.0,20,63738056,No,18624,20909,1,4,18663,15882,3
20910,Face close his,260.0,38,75513064,Yes,18625,20910,3,6,18664,18662,7
20911,Standard decade,250.0,65,62435771,No,4326,20911,1,4,18665,18663,1
20912,Mission write beat,253.0,91,12555308,No,18626,20912,2,5,18666,18664,1
20913,Final seat,174.0,55,98386121,Yes,18627,20913,2,5,18667,18665,1
20914,Direction down,242.0,84,21914344,No,18628,20914,4,6,1937,18666,6
20915,Those security standard,300.0,11,30792279,No,18629,20915,2,2,18668,18667,5
20916,Range,198.0,84,70659604,No,18630,20916,6,5,18669,18668,1
20917,Production itself,240.0,3,59853380,No,18631,20917,1,3,18670,18669,1
20918,May,326.0,49,65436695,No,11594,20918,3,5,18671,18670,1
20919,You however,272.0,56,61387311,No,18632,20919,3,6,18672,18671,3
20920,Bed young,272.0,83,44829459,No,18633,20920,1,2,18673,2138,4
20921,Clear go,274.0,87,66334972,No,8173,20921,3,3,18674,18672,1
20922,Clear expert,218.0,76,61240256,No,9351,20922,1,6,18675,18673,1
20923,Reflect serious bed,231.0,20,1213613,Yes,18634,20923,2,1,18676,18674,1
20925,Travel send,261.0,98,56936062,Yes,18636,20925,1,3,18678,13946,1
20926,Least if,223.0,26,58429896,Yes,18637,20926,1,3,18679,18676,1
20927,Sea treatment one system,263.0,42,72759957,Yes,18638,20927,1,5,3905,18677,7
20929,Kitchen,300.0,43,88068614,No,18639,20929,2,6,18681,6911,1
20930,Involve rise,267.0,83,36542690,No,18640,20930,3,1,18682,18679,7
20931,Interesting,297.0,97,32600626,No,18641,20931,2,2,18683,18680,1
20932,Character oil single along,216.0,18,63001509,Yes,18642,20932,4,1,18684,18681,1
20933,Election enough,261.0,7,94342887,Yes,18643,20933,2,3,16040,18682,1
20934,Get around follow laugh,178.0,15,21380672,Yes,18644,20934,3,1,18685,1101,1
20936,Account once fact,243.0,36,40156405,No,18646,20936,3,2,18686,18684,1
20937,Series mission,224.0,71,41721700,Yes,12026,20937,2,1,18687,18685,1
20938,Civil now require,224.0,48,89898081,No,18647,20938,6,1,18688,18686,1
20940,Win cultural,265.0,54,76956923,No,7495,20940,1,6,3446,18688,4
20941,Real everybody,261.0,85,69804882,No,18649,20941,1,1,10095,18689,1
20943,Matter half people,246.0,4,13030526,Yes,18650,20943,8,2,18690,10872,5
20944,Like today figure,203.0,64,87147089,No,18651,20944,6,5,18691,18690,7
20945,Deep,178.0,100,22587406,Yes,18652,20945,2,4,18692,18691,1
20946,Series model board in,209.0,29,532845,Yes,18653,20946,1,2,16955,8469,1
20947,Old election someone,225.0,8,53061000,Yes,18654,20947,3,1,18693,18692,1
20949,Student goal,187.0,42,27461079,Yes,18656,20949,9,3,18695,10684,1
20950,Rule stage,212.0,22,43629228,No,18657,20950,2,4,18696,11812,4
20951,Clear travel data,244.0,14,70519005,Yes,18658,20951,2,6,18697,18694,1
20952,Fall alone seem course,240.0,70,28090001,No,6882,20952,7,2,18698,18695,3
20953,House senior evidence,302.0,81,66343180,Yes,18659,20953,2,6,18699,6385,1
20954,Report yet,270.0,57,80395717,Yes,18660,20954,3,1,13265,18696,1
20955,Up long,193.0,46,88155433,No,18661,20955,5,2,1077,18697,1
20956,Pattern result,165.0,65,19690713,No,18662,20956,3,6,18700,18698,7
20957,Sense firm,222.0,83,23639533,Yes,18663,20957,5,6,18701,18699,1
20958,Officer sell anything power,306.0,90,76482278,No,5634,20958,1,2,18702,18700,1
20959,The life natural you,289.0,31,79673334,Yes,18664,20959,6,2,18703,18701,1
20960,Collection start south,347.0,34,17145132,No,18665,20960,7,2,18704,18702,1
20961,Story others,230.0,10,25243356,Yes,3388,20961,2,3,7791,4473,1
20962,Both million,228.0,42,89714605,No,18666,20962,3,1,18705,18703,1
20963,Energy simply over modern,270.0,34,98015607,No,125,20963,8,5,640,18704,1
20965,Tree class,127.0,93,12070048,No,9466,20965,3,1,18706,18706,6
20966,Difference condition experience,269.0,83,72449013,No,18667,20966,1,3,18707,18707,1
20967,Least good behind,283.0,100,46283201,Yes,18668,20967,2,4,18708,18708,1
20968,Effect identify,199.0,44,94090549,No,2406,20968,2,5,18709,18709,1
20969,Direction Congress culture why,139.0,88,90310430,Yes,7157,20969,2,3,18710,18710,6
20970,Boy memory,305.0,77,33815873,No,17130,20970,1,5,2082,18711,1
20971,Show big save company,220.0,45,7405448,Yes,18669,20971,2,4,6011,18712,5
20972,Top set risk,257.0,21,45213001,No,18670,20972,3,2,18711,18713,6
20973,Way environment,280.0,89,74423,Yes,18671,20973,1,3,18712,13864,1
20974,Move hair,283.0,24,65676946,Yes,18672,20974,1,5,18713,18714,1
20975,Debate grow,216.0,55,79475868,No,18673,20975,3,3,18714,18715,1
20976,Game last station,167.0,56,29395958,No,18674,20976,1,5,18715,18716,1
20977,Gun key,212.0,58,30353656,No,18675,20977,2,4,18716,18717,1
20978,May always,208.0,1,70939995,Yes,18676,20978,1,4,5841,18718,1
20979,More,238.0,61,42412698,Yes,18677,20979,1,2,8804,18719,7
20980,Prepare relationship,250.0,73,63012185,No,18678,20980,6,6,18717,18720,1
20981,Floor again oil,280.0,13,50220879,No,18679,20981,3,4,18718,18721,1
20982,Theory author control,242.0,31,98572798,No,18680,20982,8,1,480,8150,1
20983,Law mother,201.0,12,83173500,Yes,18681,20983,3,6,18719,18722,1
20984,Baby station people,240.0,56,97934682,No,18682,20984,3,4,18720,9503,1
20985,Organization,216.0,54,56161522,Yes,18683,20985,7,2,18721,18723,1
20986,Special half gun lot,243.0,95,17668038,Yes,18684,20986,3,5,18722,18724,1
20987,Sing Democrat all,269.0,35,29168419,Yes,18685,20987,1,1,7925,18725,1
20988,Night matter,213.0,50,76410026,Yes,3645,20988,3,2,18723,18726,1
20989,Blue live officer,298.0,59,57143164,Yes,18686,20989,1,1,12677,18727,6
20990,Goal industry stage,248.0,99,81259183,Yes,18687,20990,2,5,18724,18728,1
20991,Play director,208.0,44,42641932,No,18688,20991,3,3,18725,18729,1
20992,Money public this,272.0,75,32573970,Yes,18689,20992,1,6,18726,17937,1
20993,Else program,172.0,67,13030717,Yes,18690,20993,3,3,18727,18730,3
20994,Lot Mrs,125.0,2,33484155,No,18691,20994,2,4,18728,18731,1
20995,Factor car investment,228.0,32,99058724,No,18692,20995,1,3,14876,18732,1
20996,Prepare place floor develop,289.0,81,49760148,No,18693,20996,5,3,16577,18733,1
20997,Such including research,162.0,33,53185242,No,18363,20997,6,1,12445,18734,3
20999,Former,241.0,5,38516859,No,11791,20999,3,5,1202,18736,1
21000,Buy head collection,172.0,47,9487078,Yes,18695,21000,2,6,18730,18737,1
21001,Land traditional,278.0,56,63833755,No,18696,21001,1,5,10122,18738,1
21002,Effect Democrat,337.0,3,837037,No,18697,21002,1,1,18731,18739,1
21003,Pressure ready,187.0,45,36240833,Yes,18698,21003,7,3,18732,18740,6
21004,Mention dinner,273.0,88,36051193,Yes,18699,21004,1,1,18733,18741,1
21005,Case last range,264.0,86,56333679,Yes,18700,21005,9,1,9585,18742,1
21006,Easy address,85.0,69,75559491,Yes,18701,21006,2,6,18734,18743,3
21008,Improve serious teacher,348.0,61,81093757,Yes,18703,21008,1,5,18735,18745,1
21009,Town heavy,277.0,70,14938440,Yes,18704,21009,1,1,18736,13355,1
21010,Imagine race,221.0,26,52409469,No,18705,21010,3,3,18324,18746,1
21011,Price garden,302.0,96,39218179,Yes,18706,21011,3,2,18737,18747,3
21012,Significant agreement TV,266.0,66,241511,No,18707,21012,1,3,18738,1238,1
21014,Too allow,222.0,11,11926246,Yes,18709,21014,2,4,18740,18749,1
21015,Recent cold situation,225.0,63,16799263,Yes,18710,21015,5,4,18741,18750,1
21016,Civil name,233.0,44,18220714,No,18711,16633,1,1,18742,8890,7
21017,This least personal guess,255.0,60,33163948,Yes,18712,21017,8,1,18743,18751,1
21018,Man brother over,188.0,45,43778760,No,10957,21018,3,3,18744,18752,1
21019,Money easy deal,277.0,12,24740743,Yes,18713,21019,1,5,13016,18753,1
21021,Be poor reveal,248.0,58,18860802,Yes,4147,21021,3,6,1018,18754,1
21022,Raise international recognize,239.0,32,74308840,Yes,18714,21022,1,1,18746,18755,3
21023,Model news,113.0,40,64957638,Yes,18715,21023,5,3,18747,18756,1
21024,Recognize hotel,116.0,65,62301736,No,18716,21024,2,5,3481,18757,5
21025,Together mean,170.0,67,64199516,Yes,8916,21025,2,5,18748,18758,1
21026,Computer institution,183.0,58,54507903,Yes,18717,21026,3,5,18749,6911,1
21027,Investment likely region,222.0,60,11193834,No,18718,21027,1,4,18750,18759,1
21030,Nor environmental important,256.0,100,42288984,Yes,18720,21030,1,3,18753,18761,1
21033,Word here later,209.0,16,96888222,Yes,18723,21033,8,4,18755,18763,1
21034,Offer well organization,228.0,63,41774561,No,18724,21034,1,5,1073,18764,1
21035,Here between,264.0,37,31488428,No,18725,21035,2,5,18756,18765,1
21036,Girl kitchen,218.0,29,85420649,Yes,18726,21036,1,5,18757,13395,5
21037,Government will general,241.0,72,4862160,No,18727,21037,1,5,18758,18766,1
21039,Choose popular onto,217.0,48,76670792,Yes,9406,21039,3,4,18759,18768,4
21041,Fly all,277.0,91,25083675,No,18730,21041,3,1,18761,18770,1
21042,Grow pattern enjoy moment,212.0,16,20784484,No,12762,21042,3,3,2710,1796,2
21043,Produce six fear,216.0,84,11681277,No,18731,21043,2,1,18762,18771,1
21044,Structure choice quickly,253.0,81,79518204,Yes,18732,21044,1,2,18763,18772,1
21045,Service mouth exactly,234.0,41,45517194,No,18733,21045,7,1,18764,1763,1
21047,Why bed,306.0,9,85833305,No,18735,21047,4,6,7741,18774,1
21048,Learn must material,235.0,46,56067056,No,18736,21048,1,4,1834,18775,1
21049,Station than,269.0,72,17908540,No,18737,21049,2,2,9834,5242,1
21050,Fear character,248.0,85,53817451,Yes,18738,21050,8,3,18766,18776,1
21051,Staff security song,327.0,24,9518169,Yes,15331,21051,2,4,18767,18777,1
